date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:39:18	1515/1515	------	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2000:03:41%20GMT	http://ndesaintheme.com/robots.txt		(from )
14:39:18	67698/67698	------	200	untouched ('OK')	text/html	date:Sat,%2027%20Sep%202014%2017:21:16%20GMT	http://ndesaintheme.com/themes/apricot/	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/index.html	(from )
14:39:18	67604/67604	------	200	untouched ('OK')	text/css	date:Wed,%2004%20Jun%202014%2002:42:36%20GMT	http://ndesaintheme.com/themes/apricot/assets/css/style.css	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/assets/css/style.css	(from http://ndesaintheme.com/themes/apricot/)
14:39:18	483/483	------	200	untouched ('OK')	text/css	date:Fri,%2004%20Jul%202014%2006:24:52%20GMT	http://ndesaintheme.com/themes/apricot/assets/css/loader-style.css	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/assets/css/loader-style.css	(from http://ndesaintheme.com/themes/apricot/)
14:39:18	123021/123021	------	200	untouched ('OK')	text/css	date:Mon,%2012%20May%202014%2007:43:14%20GMT	http://ndesaintheme.com/themes/apricot/assets/css/bootstrap.css	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/assets/css/bootstrap.css	(from http://ndesaintheme.com/themes/apricot/)
14:39:18	737/737	------	200	untouched ('OK')	text/css	date:Fri,%2023%20May%202014%2008:26:00%20GMT	http://ndesaintheme.com/themes/apricot/assets/js/progress-bar/number-pb.css	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/assets/js/progress-bar/number-pb.css	(from http://ndesaintheme.com/themes/apricot/)
14:39:18	1110/1110	------	200	untouched ('')	image/png	date:Mon,%2012%20May%202014%2001:50:22%20GMT	http://ndesaintheme.com/themes/apricot/assets/ico/minus.png	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/assets/ico/minus.png	(from http://ndesaintheme.com/themes/apricot/)
14:41:28	53423/53423	------	200	untouched ('OK')	text/html	date:Fri,%2004%20Jul%202014%2006:38:52%20GMT	http://ndesaintheme.com/themes/apricot/blog-list.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/blog-list.html	(from http://ndesaintheme.com/themes/apricot/)
14:41:28	55175/55175	------	200	untouched ('OK')	text/html	date:Fri,%2004%20Jul%202014%2006:38:52%20GMT	http://ndesaintheme.com/themes/apricot/blog-detail.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/blog-detail.html	(from http://ndesaintheme.com/themes/apricot/)
14:41:28	68902/68902	------	200	untouched ('OK')	text/html	date:Fri,%2004%20Jul%202014%2006:39:16%20GMT	http://ndesaintheme.com/themes/apricot/social.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/social.html	(from http://ndesaintheme.com/themes/apricot/)
14:41:28	53604/53604	------	200	untouched ('OK')	text/html	date:Fri,%2004%20Jul%202014%2006:39:18%20GMT	http://ndesaintheme.com/themes/apricot/media.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/media.html	(from http://ndesaintheme.com/themes/apricot/)
14:41:28	67698/67698	------	200	untouched ('OK')	text/html	date:Sat,%2027%20Sep%202014%2017:21:16%20GMT	http://ndesaintheme.com/themes/apricot/index.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/index-2.html	(from http://ndesaintheme.com/themes/apricot/)
14:41:28	75366/75366	------	200	untouched ('OK')	text/html	date:Fri,%2004%20Jul%202014%2006:39:20%20GMT	http://ndesaintheme.com/themes/apricot/mail.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/mail.html	(from http://ndesaintheme.com/themes/apricot/)
14:41:29	126765/126765	------	200	untouched ('OK')	text/html	date:Fri,%2004%20Jul%202014%2006:39:34%20GMT	http://ndesaintheme.com/themes/apricot/icon.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/icon.html	(from http://ndesaintheme.com/themes/apricot/)
14:41:29	38532/38532	------	200	untouched ('OK')	text/html	date:Fri,%2004%20Jul%202014%2006:38:54%20GMT	http://ndesaintheme.com/themes/apricot/blank_page.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/blank_page.html	(from http://ndesaintheme.com/themes/apricot/)
14:41:29	56050/56050	------	200	untouched ('OK')	text/html	date:Fri,%2004%20Jul%202014%2006:39:16%20GMT	http://ndesaintheme.com/themes/apricot/profile.html	C:/My%20Websites/bootstarp/ndesaintheme.com/themes/apricot/profile.html	(from http://ndesaintheme.com/themes/apricot/)
